=(((AS*CG)*AR*$M$24)/(1-(AR*$M$24)))/2",S+Lfx+Eto+Cs+PAS,Km+Lfx+Eto+Cs+PAS,Col AN * Col N * Cell L31,Cell L31 * Col AO,= Col AX * Col AZ,= Cell M37,Col AN * Col D * Cell L31,Col AW * Col AZ * Cell L26 * Cell L73,sum (AF + AG + AT + BC),1.35%,8.42%,,,,16.92%,,Column BE,Column BF,,Column BH,Column BI,Cell K186/((Cell K186+Cell K187+Cell K188)/(Column BL-”BK))/BL),,,,,,,,,,,,"HR, HRE",HREZ,"HRS,HRES,HREZS",,,,1,2,3,,,,number of new patients with available drug susceptibility testing,number of previous patients with available drug susceptibility testing,,,,,Country,Year,TB patients with known HIV status (%),,,country,year,hivtest,hivtest_pos
Ethiopia,AFR,"94,887,724","1,897,900.00",IPT,2HRZE/4HR,IPT,2HRZE/4HR,,,,,"200,000.0","212,000.0",71%,"93,356","10,374",71.00%,"150,520","16,726","133,794",11.11%,88.89%,"197,898.97","21,991.13","175,907.84","196,872.48","1,574,790.06",58.00%,58.00%,"144,564.36","1,641,692.90","12,747.33",24,0.016,170,0.12,"1,500.00","1,416.67",6.6514286%,"13,303",386,2.90%,"114,118.67",874.13,734.27,10.05,129.81,"1,353.70","1,277",728,57.00%,"12,118.80","1,150.74","1,788,282.13",100.00%,7.90%,11.80%,100.00%,1.10%,1.60%,100.00%,7.90%,11.80%,100.00%,1.10%,1.60%,10.97%,2.94%,2.15%,16.99%,38.66%,28.29%,10.37%,2.78%,2.04%,16.06%,39.70%,29.05%,83.39%,1.14%,15.47%,88.31%,1.21%,10.49%,84.00%,1.15%,14.85%,100.00%,Estonia,2013,168,44,29,21,,A,Iran,2013,16,0.16,,Ethiopia,2013,93356,10374
Fiji,WPR,"879,715","1,400.00",IPT,2HRZE/4HR,IPT,2HRZE/4HR,,,,,880.0,320.0,69%,186,4,69.00%,221,5,216,2.15%,97.85%,280.77,6.04,274.73,26.42,"1,201.94",58.00%,58.00%,19.40,"1,253.00",35.47,0,0,0,0,,,12.2604955%,108,0,0.00%,155.17,0.00,0.00,0.00,0.00,3.77,10,6,57.00%,16.48,1.56,"1,273.96",0.00%,,,0.00%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,13.33%,9.75%,76.92%,13.33%,9.75%,76.92%,,,,0.00%,Ethiopia,2013,24,170,24,170,,A,Iraq,2013,34,0.34,,Fiji,2013,186,4
Finland,EUR,"5,438,972","1,200.00",IPT,2HRZE/4HR,,2HRZE/4HR,,,,,370.0,310.0,,,4,46.00%,143,19,124,13.00%,87.00%,308.08,40.05,268.03,155.03,"1,037.53",58.00%,58.00%,113.84,"1,081.61",1.74,2,0.0062,0,0,322.58,,0.6200000%,2,2,87.18%,6.73,2.79,0.55,0.24,2.00,0.18,0,0,57.00%,0.71,0.07,"1,198.30",0.00%,4.50%,4.50%,1.23%,0.50%,"1.0%,",0.00%,0.00%,4.50%,1.23%,0.50%,1.23%,33.18%,8.91%,6.52%,51.40%,0.00%,0.00%,19.66%,5.28%,3.86%,30.46%,23.53%,17.22%,13.33%,9.75%,76.92%,19.55%,8.70%,71.75%,19.55%,8.70%,71.75%,100.00%,Fiji,2013,15,3,0,0,,A,Ireland,2013,30,0.3,,Finland,2013,,4
France,EUR,"65,998,570","18,600.00",IPT,2HRZE/4HR,,2HRZE/4HR,,,,,"7,000.0","5,500.0",,,,46.00%,"2,530",329,"2,201",13.00%,87.00%,"5,449.15",708.39,"4,740.76","2,395.65","16,032.40",58.00%,58.00%,"1,759.13","16,713.51",45.97,37,0.0045,42,0.13,"8,222.22",323.08,0.9244849%,65,83,100.00%,155.45,84.20,45.25,4.02,34.93,4.88,6,4,57.00%,16.51,1.57,"18,558.42",,2.70%,7.10%,,0.20%,1.10%,24.88%,2.70%,7.10%,7.27%,0.20%,1.10%,20.56%,5.52%,4.04%,31.85%,21.96%,16.07%,27.15%,7.29%,5.33%,42.06%,10.50%,7.68%,63.96%,3.33%,32.71%,42.15%,6.40%,51.44%,53.75%,4.77%,41.48%,100.00%,Finland,2013,163,5,2,0,,A,Israel,2013,97,0.97,,France,2013,,
French Polynesia,WPR,"273,528",,IPT,2HRZE/4HR,IPT,2HRZE/4HR,,,,,77.0,60.0,,22,0,46.00%,28,0,28,0.00%,100.00%,52.64,0.00,52.64,0.00,0.00,58.00%,58.00%,0.00,0.00,6.65,0,0,0,0,,,12.2604955%,9,0,0.00%,0.00,0.00,0.00,0.00,0.00,0.71,1,1,57.00%,0.00,0.00,0.00,0.00%,,,0.00%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,13.33%,9.75%,76.92%,13.33%,9.75%,76.92%,,,,0.00%,France,2013,,,37,42,,A,Jamaica,2013,99,0.99,,French Polynesia,2013,22,0
Gabon,AFR,"1,817,271","23,900.00",IPT,2HRZE/4HR,IPT,2HRZE/4HR,,,,,"9,700.0","7,000.0",100%,"5,425",605,100.00%,"7,000",781,"6,219",11.15%,88.85%,"6,141.77",684.93,"5,456.83","2,338.56","18,631.18",58.00%,58.00%,"1,717.22","19,422.70",775.84,,0.026,,0.13,,,12.2604955%,"1,189",0,0.00%,"2,648.95",0.00,0.00,0.00,0.00,82.39,114,65,57.00%,281.30,26.71,"21,166.63",,,,,,,42.54%,7.90%,10.45%,36.23%,1.20%,2.12%,8.10%,2.17%,1.59%,12.54%,43.66%,31.94%,14.40%,3.86%,2.83%,22.31%,32.69%,23.92%,68.65%,2.15%,29.19%,73.72%,2.70%,23.59%,,,,0.00%,French Polynesia,2013,26,7,0,0,,A,Japan,2013,9.5,0.095,,Gabon,2013,5425,605
Gambia,AFR,"1,859,324",,IPT,2HRZE/4HR,,2HRZE/4HR,,,,,"2,300.0","3,200.0",78%,"1,850",258,78.00%,"2,496",348,"2,148",13.95%,86.05%,"2,807.66",391.56,"2,416.11",0.00,0.00,58.00%,58.00%,0.00,0.00,354.67,0,0.005,0,0,,,12.2604955%,282,0,0.00%,0.00,0.00,0.00,0.00,0.00,37.66,27,15,57.00%,0.00,0.00,0.00,,,,,,,42.54%,7.90%,10.45%,36.23%,1.20%,2.12%,8.10%,2.17%,1.59%,12.54%,43.66%,31.94%,14.40%,3.86%,2.83%,22.31%,32.69%,23.92%,68.65%,2.15%,29.19%,73.72%,2.70%,23.59%,,,,0.00%,Gabon,2013,,,,,,A,Jordan,2013,99,0.99,,Gambia,2013,1850,258
Georgia,EUR,"3,776,000","9,800.00",IPT,2HRZE/4HR,IPT,2HRZE/4HR,,,,,"7,100.0","4,700.0",63%,"2,739",55,63.00%,"2,961",59,"2,902",2.01%,97.99%,"3,876.86",77.85,"3,799.01",162.32,"7,921.35",58.00%,58.00%,119.19,"8,257.87",744.12,183,0.11,201,0.38,"1,663.64",528.95,17.5135843%,"1,243",463,37.23%,"1,551.56",186.27,104.29,6.59,75.39,79.02,119,68,57.00%,164.77,15.65,"8,578.99",38.14%,9.70%,27.40%,11.23%,2.60%,6.80%,38.14%,9.70%,27.40%,11.23%,2.60%,6.80%,21.43%,5.75%,4.21%,33.20%,20.44%,14.96%,20.49%,5.50%,4.02%,31.75%,22.08%,16.15%,64.44%,2.24%,33.31%,46.70%,4.96%,48.34%,55.99%,3.54%,40.47%,100.00%,Gambia,2013,0,0,0,0,,A,Kazakhstan,2013,91,0.91,,Georgia,2013,2739,55
Germany,EUR,"80,645,605","11,700.00",IPT,2HRZE/4HR,,2HRZE/4HR,,,,,"6,200.0","4,800.0",,,,46.00%,"2,208",287,"1,921",13.00%,87.00%,"4,542.77",590.56,"3,952.21","1,439.49","9,633.50",58.00%,58.00%,"1,057.02","10,042.77",232.54,14,0.023,25,0.21,608.70,119.05,5.3590327%,332,98,29.49%,566.81,51.34,21.95,2.55,26.85,24.69,32,18,57.00%,60.19,5.72,"11,156.85",21.19%,7.60%,12.40%,2.15%,0.90%,1.80%,21.19%,7.60%,12.40%,2.15%,0.90%,1.80%,12.84%,3.45%,2.52%,19.90%,35.40%,25.90%,16.59%,4.45%,3.26%,25.70%,28.88%,21.13%,53.60%,3.24%,43.17%,23.38%,8.04%,68.59%,42.75%,4.96%,52.29%,100.00%,Georgia,2013,1629,527,183,201,,A,Kenya,2013,94,0.94,,Germany,2013,,
Ghana,AFR,"26,346,251","143,900.00",IPT,2HRZE/4HR,IPT,2HRZE/4HR,,,,,"18,000.0","44,000.0",73%,"11,387","2,737",73.00%,"32,120","7,720","24,400",24.04%,75.96%,"35,200.00","8,460.74","26,739.26","27,670.45","87,449.55",58.00%,58.00%,"20,318.54","91,164.72","7,955.20",0,0.019,38,0.2,,190.00,20.0000000%,"3,600",26,0.72%,"26,017.12",49.04,30.56,1.27,17.21,844.80,346,197,57.00%,"2,762.88",262.35,"111,794.65",31.67%,,,,,,31.67%,7.90%,31.67%,36.23%,1.20%,2.12%,24.90%,6.68%,4.89%,38.58%,14.41%,10.54%,14.40%,3.86%,2.83%,22.31%,32.69%,23.92%,62.33%,2.59%,35.09%,73.72%,2.70%,23.59%,62.33%,2.59%,35.09%,100.00%,Germany,2013,651,118,14,25,,A,Kiribati,2013,65,0.65,,Ghana,2013,11387,2737
Greece,EUR,"10,965,211","3,400.00",IPT,,,,,,,,730.0,570.0,67%,363,35,67.00%,382,37,345,9.64%,90.36%,559.50,53.95,505.56,321.79,"3,015.59",58.00%,58.00%,236.29,"3,143.71",9.49,7,0.015,2,0.091,466.67,21.98,1.8418291%,13,18,100.00%,56.61,30.66,9.65,1.92,19.09,1.01,1,1,57.00%,6.01,0.57,"3,411.23",11.76%,,,4.02%,,,11.76%,8.96%,11.76%,4.02%,1.89%,4.02%,7.92%,2.12%,1.55%,12.26%,43.97%,32.17%,17.58%,4.72%,3.45%,27.24%,27.15%,19.86%,39.03%,3.98%,56.99%,29.33%,6.90%,63.77%,31.49%,6.25%,62.26%,100.00%,Ghana,2013,0,120,0,38,,A,Kuwait,2013,56,0.56,,Greece,2013,363,35
Greenland,EUR,"56,483","54,230.00",IPT,2HRZE/4HR,IPT,2HRZE/4HR,,,,,,,,96,1,46.00%,0,0,0,0.00%,0.00%,0.00,0.00,0.00,0.00,0.00,58.00%,58.00%,0.00,0.00,0.00,,,,,,,12.2604955%,0,0,100.00%,"6,010.58","3,255.73",0.00,0.00,0.00,0.00,0,0,57.00%,638.29,60.61,"3,316.34",,,,,,,24.88%,8.96%,18.12%,7.27%,1.89%,4.05%,16.78%,4.50%,3.30%,26.00%,28.54%,20.88%,17.69%,4.75%,3.47%,27.41%,26.96%,19.72%,55.65%,2.90%,41.46%,39.11%,5.94%,54.94%,,,,0.00%,Greece,2013,174,17,7,2,,A,Lao People's Democratic Republic,2013,58,0.58,,Greenland,2013,96,1
Grenada,AMR,"105,909",100.00,IPT,2HRZE/4HR,IPT,2HRZE/4HR,,,,,7.9,1.0,,0,0,46.00%,0,,0,0.00%,100.00%,0.88,0.00,0.88,0.00,87.74,58.00%,58.00%,0.00,91.47,0.11,,0.022,,0.14,,,12.2604955%,1,,0.00%,11.08,0.00,0.00,0.00,0.00,0.01,0,0,57.00%,1.18,0.11,91.58,,,,,,,27.54%,3.81%,11.74%,15.30%,0.50%,1.73%,22.41%,6.02%,4.40%,34.73%,18.73%,13.71%,23.59%,6.33%,4.63%,36.55%,16.69%,12.21%,64.50%,3.05%,32.45%,57.16%,4.63%,38.21%,,,,0.00%,Greenland,2013,,,,,,B,Latvia,2013,53,0.53,,Grenada,2013,0,0
Guam,WPR,"160,375",,IPT,2HRZE/4HR,IPT,2HRZE/4HR,,XDR-TB treatment regimens,Drug proportion of regimen,Proportional impact per drug,78.0,55.0,,35,0,46.00%,25,0,25,0.00%,100.00%,48.26,0.00,48.26,0.00,0.00,58.00%,58.00%,0.00,0.00,6.10,0,0,0,0,,,12.2604955%,10,0,0.00%,0.00,0.00,0.00,0.00,0.00,0.65,1,1,57.00%,0.00,0.00,0.00,,,,0.00%,,,14.14%,4.36%,11.13%,0.00%,0.00%,0.00%,20.19%,5.42%,3.97%,31.29%,22.60%,16.53%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,48.93%,4.25%,46.82%,13.33%,9.75%,76.92%,,,,0.00%,Grenada,2013,,,,,,A,Lebanon,2013,51,0.51,,Guam,2013,35,0
Guatemala,AMR,"15,596,214","18,700.00",IPT,2HRZE/4HR,IPT,2HRZE/4HR,,Cs+ Km(or)Amk(or)Cm+Lfx(or)Mfx(or)Gfx(or)Ofx,,,"17,000.0","4,100.0",80%,"2,703",270,80.00%,"3,280",328,"2,952",9.99%,90.01%,"3,034.00",303.06,"2,730.94","1,382.26","12,455.74",58.00%,58.00%,"1,015.00","12,984.90",963.66,0,0.03,49,0.26,,188.46,26.0000000%,"4,420",26,0.59%,"4,395.25",6.74,3.97,0.14,2.64,102.34,424,242,57.00%,466.75,44.32,"14,050.97",38.89%,16.10%,26.50%,0.00%,1.50%,3.00%,38.89%,16.10%,26.50%,0.00%,0.00%,3.00%,13.02%,3.49%,2.56%,20.17%,35.09%,25.67%,33.18%,8.91%,6.52%,51.40%,0.00%,0.00%,58.88%,2.01%,39.11%,13.33%,9.75%,76.92%,58.88%,2.01%,39.11%,100.00%,Guam,2013,25,0,0,0,,A,Lesotho,2013,97,0.97,,Guatemala,2013,2703,270
Guinea,AFR,"11,536,615","145,000.00",IPT,2HRZE/4HR,IPT,2HRZE/4HR,,Cs,0.33,"18,576.25","29,000.0","21,000.0",75%,"8,444","1,959",75.00%,"15,750","3,654","12,096",23.20%,76.80%,"18,425.30","4,274.65","14,150.64","29,515.45","97,706.83",58.00%,58.00%,"21,673.33","101,857.78","2,327.53",,0.006,,0.28,,,12.2604955%,"3,556",48,1.35%,"16,071.06",56.81,0.00,0.00,0.00,247.17,341,195,57.00%,"1,706.66",162.06,"123,749.97",,,,,,,42.54%,7.90%,10.45%,36.23%,1.20%,2.12%,8.10%,2.17%,1.59%,12.54%,43.66%,31.94%,14.40%,3.86%,2.83%,22.31%,32.69%,23.92%,68.65%,2.15%,29.19%,73.72%,2.70%,23.59%,,,,0.00%,Guatemala,2013,5,126,0,49,,A,Liberia,2013,73,0.73,,Guinea,2013,8444,1959
Guinea-Bissau,AFR,"1,681,495","30,200.00",IPT,2HRZE/4HR,IPT,2HRZE/4HR,,"Km, Amk, or Cm",0.11,"6,192.08","8,800.0","6,800.0",61%,"1,278",524,61.00%,"4,148","1,701","2,447",41.00%,59.00%,"5,966.29","2,446.27","3,520.02","10,864.32","15,633.01",58.00%,58.00%,"7,977.72","16,297.16",753.68,,0.019,,0.2,,,12.2604955%,"1,079",15,1.39%,"3,347.21",12.19,0.00,0.00,0.00,80.04,104,59,57.00%,355.46,33.75,"24,320.82",,,,,,,42.54%,7.90%,10.45%,36.23%,1.20%,2.12%,8.10%,2.17%,1.59%,12.54%,43.66%,31.94%,14.40%,3.86%,2.83%,22.31%,32.69%,23.92%,68.65%,2.15%,29.19%,73.72%,2.70%,23.59%,,,,0.00%,Guinea,2013,,,,,,A,Libya,2013,95,0.95,,Guinea-Bissau,2013,1278,524
Guyana,AMR,"758,081","1,700.00",IPT,2HRZE/4HR,IPT,2HRZE/4HR,,"Lfx, Mfx, Gfx, or Ofx",0.08,"4,644.06","1,000.0",850.0,90%,705,180,90.00%,765,195,570,25.53%,74.47%,731.00,186.64,544.36,373.28,"1,088.72",58.00%,58.00%,274.10,"1,134.98",107.58,0,0.022,1,0.14,,7.14,14.0000000%,140,0,0.00%,215.15,0.00,0.00,0.00,0.00,11.42,13,8,57.00%,22.85,2.17,"1,411.24",20.00%,,,0.00%,,,20.00%,3.81%,20.00%,0.00%,0.00%,0.00%,26.86%,7.21%,5.27%,41.61%,11.00%,8.05%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,57.48%,3.66%,38.86%,13.33%,9.75%,76.92%,57.48%,3.66%,38.86%,100.00%,Guinea-Bissau,2013,,,,,,B,Lithuania,2013,67,0.67,,Guyana,2013,705,180
Haiti,AMR,"10,431,776","81,100.00",IPT,2HRZE/4HR,IPT,2HRZE/4HR,,,,,"26,000.0","22,000.0",86%,"14,668","2,857",86.00%,"18,920","3,685","15,235",19.48%,80.52%,"19,302.69","3,759.73","15,542.96","13,859.75","57,296.99",58.00%,58.00%,"10,177.28","59,731.17","2,438.37",,0.022,,0.14,,,12.2604955%,"3,188",81,2.54%,"8,988.71",60.18,0.00,0.00,0.00,258.94,306,174,57.00%,954.55,90.64,"70,059.27",,,,,,,27.54%,3.81%,11.74%,15.30%,0.50%,1.73%,22.41%,6.02%,4.40%,34.73%,18.73%,13.71%,23.59%,6.33%,4.63%,36.55%,16.69%,12.21%,64.50%,3.05%,32.45%,57.16%,4.63%,38.21%,,,,0.00%,Guyana,2013,3,5,0,1,,B,Madagascar,2013,20,0.2,,Haiti,2013,14668,2857
Honduras,AMR,"8,657,785","7,300.00",IPT,2HRZE/4HR,IPT,2HRZE/4HR,,,,,"6,000.0","3,600.0",86%,"2,564",263,86.00%,"3,096",318,"2,778",10.26%,89.74%,"3,487.30",357.71,"3,129.60",725.35,"6,346.13",58.00%,58.00%,532.63,"6,615.73",101.88,2,0.018,2,0.12,111.11,16.67,3.1304348%,188,4,2.13%,206.58,1.16,0.26,0.08,0.81,10.82,18,10,57.00%,21.94,2.08,"7,151.60",2.50%,4.10%,12.30%,2.38%,1.10%,1.80%,2.50%,4.10%,12.30%,2.38%,1.10%,1.80%,22.12%,5.94%,4.34%,34.27%,19.25%,14.08%,12.90%,3.46%,2.53%,19.99%,35.29%,25.82%,21.08%,6.67%,72.25%,24.11%,7.84%,68.05%,22.59%,7.26%,70.15%,100.00%,Haiti,2013,,,,,,B,Malawi,2013,92,0.92,,Honduras,2013,2564,263
Hungary,EUR,"9,893,082","3,900.00",IPT,2HRZE/4HR,IPT,2HRZE/4HR,,,,,"2,900.0","1,200.0",,,,46.00%,552,72,480,13.00%,87.00%,"1,158.53",150.61,"1,007.92",489.48,"3,275.75",58.00%,58.00%,359.43,"3,414.92",37.49,6,0.025,4,0.081,240.00,49.38,3.4556314%,100,10,9.98%,121.83,3.33,1.07,0.20,2.06,3.98,10,5,57.00%,12.94,1.23,"3,778.91",19.05%,,,1.81%,,,19.05%,8.96%,19.05%,1.81%,1.89%,1.89%,17.58%,4.72%,3.45%,27.23%,27.16%,19.87%,0.00%,0.00%,0.00%,0.00%,57.75%,42.25%,49.53%,3.30%,47.18%,20.63%,7.75%,71.62%,32.19%,5.97%,61.84%,100.00%,Honduras,2013,84,80,2,2,,A,Malaysia,2013,86,0.86,,Hungary,2013,,
Iceland,EUR,"323,764",0.00,IPT,2HRZE/4HR,IPT,2HRZE/4HR,,,,,12.0,13.0,73%,8,0,73.00%,9,0,9,0.00%,100.00%,11.41,0.00,11.41,0.00,0.00,58.00%,58.00%,0.00,0.00,1.44,0,0,0,0,,,12.2604955%,1,,0.00%,0.00,0.00,0.00,0.00,0.00,0.15,0,0,57.00%,0.00,0.00,0.00,,0.00%,0.00%,0.00%,0.00%,0.00%,24.88%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,68.37%,3.56%,28.07%,13.33%,9.75%,76.92%,,,,0.00%,Hungary,2013,332,21,6,4,,A,Maldives,2013,99,0.99,,Iceland,2013,8,0
India,SEA,"1,278,562,207","20,452,300.00",IPT,2HRZE/4HR,IPT,2HRZE/4HR,,,,,"2,600,000.0","2,920,000.0",63%,"887,903","44,027",63.00%,"1,839,600","91,217","1,748,383",4.96%,95.04%,"2,561,993.53","127,037.40","2,434,956.13","889,796.93","17,054,949.75",58.00%,58.00%,"653,381.93","17,779,506.44","323,637.85",,0.022,,0.15,,,12.2604955%,"318,773",21093,6.62%,"2,266,828.20","40,388.28",0.00,0.00,0.00,"34,368.62","30,602","17,443",57.00%,"240,725.12","22,858.00","18,496,134.65",,,,,,,44.25%,8.30%,14.48%,18.48%,0.65%,1.70%,14.15%,3.80%,2.78%,21.93%,33.11%,24.23%,20.49%,5.50%,4.02%,31.75%,22.08%,16.15%,69.04%,2.09%,28.87%,60.98%,4.17%,34.85%,,,,0.00%,Iceland,2013,3,0,0,0,,A,Mali,2013,36,0.36,,India,2013,887903,44027
Indonesia,SEA,"252,032,263","3,338,600.00",IPT,2HRZE/4HR,IPT,2HRZE/4HR,,,,,"680,000.0","1,010,000.0",3%,"10,497","2,438",3.20%,"32,320","7,507","24,813",23.23%,76.77%,"895,048.06","207,881.03","687,167.03","687,160.01","2,271,461.24",58.00%,58.00%,"504,584.72","2,367,961.22","103,916.55",5,0.019,484,0.12,263.16,"4,033.33",11.3813802%,"77,393",587,0.76%,"343,500.80",680.07,478.63,14.70,186.74,"11,035.39","7,430","4,235",57.00%,"36,477.96","3,463.76","2,876,689.76",43.56%,6.80%,11.70%,38.46%,0.00%,2.00%,43.56%,6.80%,11.70%,38.46%,0.00%,2.00%,13.89%,3.73%,2.73%,21.53%,33.56%,24.56%,33.18%,8.91%,6.52%,51.40%,0.00%,0.00%,70.32%,2.16%,27.53%,76.51%,2.64%,20.85%,70.38%,2.16%,27.46%,100.00%,India,2013,,,,,,A,Malta,2013,88,0.88,,Indonesia,2013,10497,2438
Iran,EMR,"77,435,384","45,400.00",IPT,2HRZE/4HR,IPT,2HRZE/4HR,,,,,"24,000.0","14,000.0",16%,"1,874",284,16.00%,"2,240",339,"1,901",15.15%,84.85%,"12,283.53","1,861.54","10,421.99","6,036.70","33,797.03",58.00%,58.00%,"4,432.78","35,232.85","1,551.69",15,,30,,,,12.2604955%,"2,943",38,1.29%,"5,031.90",17.01,4.33,0.77,11.91,164.78,282,161,57.00%,534.36,50.74,"39,733.38",10.53%,,,2.58%,,,10.53%,23.28%,23.28%,2.58%,1.24%,2.58%,0.00%,0.00%,0.00%,0.00%,57.75%,42.25%,17.22%,4.62%,3.38%,26.67%,27.78%,20.33%,25.85%,2.90%,71.26%,24.74%,7.70%,67.56%,25.48%,4.50%,70.02%,100.00%,Indonesia,2013,13,1111,5,484,,A,Marshall Islands,2013,75,0.75,,Iran,2013,1874,284
Iraq,EMR,"33,883,145","46,200.00",IPT,2HRZE/4HR,IPT,2HRZE/4HR,,,,,"25,000.0","15,000.0",34%,"3,017",0,34.00%,"5,100",0,"5,100",0.00%,100.00%,"13,160.93",0.00,"13,160.93",0.00,"40,535.65",58.00%,58.00%,0.00,"42,257.75","1,662.52",,0.037,,0.2,,,12.2604955%,"3,065",84,2.74%,"5,120.57",37.01,0.00,0.00,0.00,176.55,294,168,57.00%,543.78,51.63,"42,346.40",,,,,,,44.45%,23.28%,32.34%,39.69%,1.24%,1.45%,9.30%,2.50%,1.83%,14.41%,41.56%,30.41%,4.81%,1.29%,0.94%,7.44%,49.39%,36.13%,56.51%,1.70%,41.79%,75.31%,2.52%,22.16%,,,,0.00%,Iran,2013,582,285,15,30,,A,Mauritius,2013,96,0.96,,Iraq,2013,3017,0
Ireland,EUR,"4,598,294",900.00,IPT,2HRZE/4HR,,2HRZE/4HR,,Legend,,,490.0,410.0,30%,115,9,30.00%,123,10,113,7.83%,92.17%,403.85,31.61,372.24,69.38,817.12,58.00%,58.00%,50.94,851.84,5.56,2,0.015,0,0,133.33,,1.5000000%,7,4,54.42%,12.20,2.41,0.47,0.19,1.75,0.59,1,0,57.00%,1.30,0.12,905.31,0.00%,0.00%,10.00%,1.53%,,,0.00%,0.00%,10.00%,1.53%,1.89%,1.89%,33.18%,8.91%,6.52%,51.40%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,57.75%,42.25%,13.33%,9.75%,76.92%,19.37%,7.87%,72.76%,19.37%,7.87%,72.76%,100.00%,Iraq,2013,,,,,,A,Mexico,2013,77,0.77,,Ireland,2013,115,9
Israel,EUR,"8,059,500",900.00,IPT,2HRZE/4HR,,2HRZE/4HR,,Drug Abbreviation,Drug Name,Source,550.0,350.0,97%,299,14,97.00%,340,16,324,4.68%,95.32%,334.58,15.67,318.91,40.28,820.07,58.00%,58.00%,29.58,854.91,13.94,6,0.038,1,1,157.89,1.00,4.4054323%,24,8,33.02%,35.84,3.71,1.46,0.24,2.01,1.48,2,1,57.00%,3.81,0.36,888.56,100.00%,0.00%,0.00%,3.85%,0.50%,0.50%,100.00%,0.00%,0.00%,3.85%,0.50%,0.50%,0.00%,0.00%,0.00%,0.00%,,,0.00%,0.00%,0.00%,0.00%,57.75%,42.25%,89.16%,1.22%,9.62%,30.85%,7.48%,61.67%,39.18%,6.58%,54.24%,100.00%,Ireland,2013,131,12,2,0,,A,Mongolia,2013,77,0.77,,Israel,2013,299,14
Italy,EUR,"60,233,948","10,200.00",IPT,,,,,2HRZE/4HR,Standard 6-month first-line regimen,https://docs.google.com/file/d/0B4C8QSR3KjbYdmZ0Y1JmTFB6VDA/edit,"4,100.0","3,500.0",,,,46.00%,"1,610",209,"1,401",13.00%,87.00%,"3,389.54",440.64,"2,948.90","1,284.15","8,593.95",58.00%,58.00%,942.96,"8,959.05",99.85,21,0.026,7,0.088,807.69,79.55,3.1558621%,129,,0.00%,291.00,0.00,0.00,0.00,0.00,10.60,12,7,57.00%,30.90,2.93,"9,904.95",4.17%,8.90%,17.70%,3.17%,0.60%,1.60%,4.17%,8.90%,17.70%,3.17%,0.60%,1.60%,16.50%,4.43%,3.24%,25.56%,29.04%,21.24%,20.74%,5.57%,4.07%,32.13%,21.66%,15.84%,22.19%,5.09%,72.72%,28.08%,7.72%,64.20%,26.61%,7.06%,66.33%,100.00%,Israel,2013,156,1,6,1,,A,Montenegro,2013,82,0.82,,Italy,2013,,
Jamaica,AMR,"2,851,807","1,300.00",IPT,2HRZE/4HR,IPT,2HRZE/4HR,,Amk,Amikacin,https://docs.google.com/file/d/0B4C8QSR3KjbYZWdtaW04cUtUTkNyYWpQT25YZ1ZXdw/edit,250.0,120.0,99%,95,16,99.00%,119,20,99,16.84%,83.16%,117.12,19.73,97.39,213.69,"1,055.11",58.00%,58.00%,156.92,"1,099.93",2.60,1,0.024,0,0,41.67,,2.4000000%,6,0,0.00%,28.20,0.00,0.00,0.00,0.00,0.28,1,0,57.00%,3.00,0.28,"1,257.13",,,,2.38%,,,27.54%,3.81%,11.74%,2.38%,0.50%,2.38%,22.41%,6.02%,4.40%,34.73%,18.73%,13.71%,26.21%,7.04%,5.15%,40.61%,12.13%,8.87%,64.50%,3.05%,32.45%,24.95%,8.12%,66.93%,24.95%,8.12%,66.93%,100.00%,Italy,2013,663,168,21,7,,B,Morocco,2013,32,0.32,,Jamaica,2013,95,16
Japan,WPR,"127,445,000","58,500.00",IPT,2HRZE/4HR,,2HRZE/4HR,,Amx,Amoxicillin,https://docs.google.com/file/d/0B4C8QSR3KjbYZWdtaW04cUtUTkNyYWpQT25YZ1ZXdw/edit,"29,000.0","24,000.0",10%,"1,940",50,9.50%,"2,280",59,"2,221",2.58%,97.42%,"23,754.35",612.23,"23,142.12","1,492.30","56,408.92",58.00%,58.00%,"1,095.80","58,805.38",222.07,31,0.007,16,0.098,"4,428.57",163.27,1.0235556%,297,,0.00%,541.30,0.00,0.00,0.00,0.00,23.58,28,16,57.00%,57.48,5.46,"59,906.64",3.68%,4.60%,9.80%,0.43%,0.40%,0.70%,3.68%,4.60%,9.80%,0.43%,0.40%,0.70%,17.60%,4.73%,3.46%,27.27%,27.11%,19.83%,14.22%,3.82%,2.79%,22.03%,33.00%,24.14%,24.73%,6.18%,69.09%,15.42%,9.22%,75.36%,18.59%,8.18%,73.23%,100.00%,Jamaica,2013,42,0,1,0,,A,Mozambique,2013,95,0.95,,Japan,2013,1940,50
