Disease,TB,,,,,,,,,,,,,,Malaria,,,,,,,,,,,,,,,HIV,,,,,,,,,,,Roundworm,,,Hookworm,,Whipworm,,,Schistosomiasis,Onchocerciasis,LF,,
Company,F. Hoffmann-La Roche Ltd,Pfizer Inc.,Sanofi,Merck,Merck,Pfizer Inc.,Pfizer Inc.,Pfizer Inc.,Bristol-Myers Squibb,Eli Lilly and Company,Daiichi Sankyo,Bayer Healthcare,"Kyorin Pharmaceutical Co., Ltd.",Daiichi Sankyo,Novartis,"Guilin Pharmaceutical Co., Ltd.",Artepharm,Sanofi,Sanofi,Sanofi,Sanofi,Sanofi,GlaxoSmithKline,Bayer Healthcare,Sanofi,Chongqing Holley Pharmaceutical Co. Ltd and Sigma Tau Industrie Farmaceutiche,Taisho Pharmaceuticals,Pfizer Inc.,"Guilin Pharmaceutical Co., Ltd.",Shire Pharmaceuticals,GlaxoSmithKline,GlaxoSmithKline,Bristol-Myers Squibb,Bristol-Myers Squibb,Merck,"Gilead Sciences, Inc.",Abbott Laboratories,Boehringer Ingelheim,"Gilead Sciences, Inc.",Bristol-Myers Squibb,GlaxoSmithKline,Johnson and Johnson,Merck,GlaxoSmithKline,Johnson and Johnson,GlaxoSmithKline,Johnson and Johnson,Merck,Bayer Healthcare,Merck,GlaxoSmithKline,Merck,Pfizer Inc.
 ,Isoniazid (H or INH),Ethambutol (E or EMB),RIfampicin (R or RMP),Pyrazinamide (Z or PZA),Streptomycin (S or STR),Ethionamide (Eto),p-aminosalicylic acid (PAS),Cycloserine (Cs),Amikacin (Amk),Capreomycin (Cm),Levofloxacin (Lfx),Moxifloxacin (Mfx),Gatifloxacin (Gfx),Ofloxacin (Ofx),Artemether-Lumefantrine (AL),Artemether (AM),Artemisinin + Piperaquine (ART + PPQ),Artesunate + Amodiaquine + Primaquine (AS + AQ + PQ),Artesunate/Amodiaquine (AS + AQ),Artesunate + Mefloquine + Primaquine (AS + MQ + PQ),Artesunate / Sulfadoxine-pyrimethamine (AS + SP),Artesunate + Sulfadoxine + Primaquine (AS + SP + PQ),Atovaquone + Proguanil (AT + PG),Chloroquine (CQ),Chloroquine + Primaquine (CQ + PQ),DHA-Piperaquine (DHA-PPQ),Clarithromycin (CL),Doxycycline (D),Artesunate (AS),Lamivudine (3TC),Abacavir (ABC),Zidovudine (AZT),Didanosine (ddl),Stavudine (d4t),Efavirenz (EFV),Emtricitabine (FTC),Lopinavir / Ritonavir (LPV/r),Nevirapine (NVP),Tenofovir (TDF),Atazanafir/Ritonavir (ATV/r),Albendazole (ALB),Mebendazole (MBD),Ivermectin (IVM),Albendazole (ALB),Mebendazole (MBD),Albendazole (ALB),Mebendazole (MBD),Ivermectin (IVM),Praziquantel (PZQ),Ivermectin (IVM),Albendazole (ALB),Ivermectin (IVM),Diethylcarbamazine (DEC)
Central African Republic,30530.94332,30530.94332,30530.94332,30536.36031,5.504177932,6.686135352,6.686135352,94.45844781,29.25743749,29.25743749,28.62921347,21.94307812,21.94307812,21.94307812,77286.5428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1826.992069,18.337164,929.7320618,4.248613604,647.5707175,534.2175675,187.9788221,49.75006421,1436.680282,428.129714,0,0,0,0,0,0,0,0,0,17.57690856,61.65065129,33.52926501,33.52926501,0
Chad,50595.08307,50595.08307,50595.08307,50595.08307,0,0,0,87.59385822,29.19795274,29.19795274,21.89846456,21.89846456,21.89846456,21.89846456,115069.4998,0,0,0,97687.1235,0,0,0,0,0,0,0,0,0,48843.56175,2821.698834,27.02185262,1435.335404,6.446403894,1002.074778,822.5819564,290.1175357,76.21655106,2221.663176,660.8031247,0,0,0,0,0,0,0,0,0,1522.306967,0.685395461,13.56055103,13.56055103,0
Chile,3446.293479,3446.293479,3446.293479,3447.290092,1.22885779,3.375018236,3.375018236,3.857044386,0.160675384,0.160675384,3.495524773,0.120506538,0.120506538,0.120506538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.663644,14.85483135,102.5958582,0.240517999,2.517234843,131.5993607,31.54106787,26.2702258,23.92357336,85.92190897,22.17309521,0,0,0,0,0,0,0,0,0,0,0,0,0
China,409357.1829,409357.1829,409357.1829,409426.3057,74.90538639,130.2638447,130.2638447,772.2664732,214.0008762,214.0008762,290.7645018,160.5006571,160.5006571,160.5006571,0,0,53.37621616,0,48.25547091,0,0,0,0,0,0,56.99845996,0,0,24.12773545,10002.24732,53.88638382,5011.443228,20.56751794,3581.383584,3004.129924,1097.451731,272.6340126,7851.821094,2498.613028,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"China, Hong Kong SAR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"China, Macao SAR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,11700.70095,11700.70095,11700.70095,11707.58188,7.760267236,15.42768915,15.42768915,21.12415337,1.898821409,1.898821409,16.8518052,1.424116057,1.424116057,1.424116057,2093.783754,0,0,0,0,0,0,0,0,2056.765096,4113.530191,0,0,0,0,10402.96826,882.0304124,6144.141993,14.47049769,150.7660293,7879.943993,1890.393879,1577.037208,1432.928935,5143.468216,1331.2254,13.57781793,10.56347699,0,3.189605406,0.627522024,1.063292051,1.619961533,0,0,0,0,0,0
Comoros,2351.604365,2351.604365,2351.604365,2351.604365,0,0,0,5.384717179,1.794905726,1.794905726,1.346179295,1.346179295,1.346179295,1.346179295,4289.108877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.27029629,0.084387858,5.730141661,0.023981179,4.010556384,3.274136511,1.171309335,0.298587449,8.901703054,2.66786511,0,135.794741,0,0,50.87502654,0,20.17899865,0,0,0,0,2.112378105,0,2.112378105
Republic of the Congo,12133.5411,12133.5411,12133.5411,12133.5411,0,0,0,4.059221277,1.353073759,1.353073759,1.014805319,1.014805319,1.014805319,1.014805319,0,0,0,0,40966.37731,0,0,0,0,0,0,0,0,0,20483.18866,277.8543955,3.056618353,141.8565054,0.661248335,98.29391527,80.74166185,28.17378178,7.55813237,218.603777,64.17291762,0,0,0,0,0,0,0,0,0,538.853347,0.201874372,0.937200169,0.937200169,0
Cook Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Costa Rica,524.8226799,524.8226799,524.8226799,524.918566,0.099399783,0.127120942,0.127120942,0.22187822,0.031585759,0.031585759,0.150810262,0.023689319,0.023689319,0.023689319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.44741112,2.40020595,16.44791381,0.042857507,0.435219382,21.11728251,5.430566974,4.579135319,4.053524632,14.38494656,3.87660748,0,0,0,0,0,0,0,0,0,0,0,0,0
Cote d'Ivoire,58709.03928,58709.03928,58709.03928,58722.79071,13.97276599,15.71908118,15.71908118,117.8074178,34.02944555,34.02944555,41.24116535,25.52208416,25.52208416,25.52208416,0,0,0,0,322685.9078,0,0,0,0,0,0,0,0,0,161342.9539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6024.107578,0,12.49721034,12.49721034,0
Croatia,505.7232354,505.7232354,505.7232354,505.7232354,0,0,0,0.848277364,0.282759121,0.282759121,0.212069341,0.212069341,0.212069341,0.212069341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuba,426.554293,426.554293,426.554293,426.5895782,0.050277004,0.168555545,0.168555545,0.230712715,0.020719057,0.020719057,0.184094837,0.015539293,0.015539293,0.015539293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.7582703,15.51136693,104.0742469,0.260219876,2.692732922,133.6543969,33.51468587,28.12126175,25.23362632,89.98246568,23.77964954,0,0,0,0,0,0,0,0,0,0,0,0,0
Curacao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyprus,21.98796676,21.98796676,21.98796676,21.98796676,0,0,0,0.036881625,0.012293875,0.012293875,0.009220406,0.009220406,0.009220406,0.009220406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Czech Republic,434.4682491,434.4682491,434.4682491,434.4682491,0,0,0,0.700750866,0.233583622,0.233583622,0.175187716,0.175187716,0.175187716,0.175187716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Democratic People's Republic of Korea,26248.69608,26248.69608,26248.69608,26251.78501,3.145734023,3.932075319,3.932075319,61.64076139,19.23622869,19.23622869,18.35924684,14.42717152,14.42717152,14.42717152,0,0,0,0,0,0,0,0,0,9.317480296,18.63496059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Democratic Republic of the Congo,357972.9156,357972.9156,357972.9156,357978.0674,5.282105533,6.978946657,6.978946657,482.793016,158.6046898,158.6046898,125.932464,118.9535173,118.9535173,118.9535173,0,0,0,0,860140.6309,0,0,0,0,0,0,0,0,0,430070.3154,20899.42481,282.2396483,10813.85319,52.04689397,7344.079591,5894.798121,2003.637723,557.4359788,16518.06773,4565.69688,0,0,0,0,0,0,0,0,0,11955.71872,1714.577295,5.99940372,5.99940372,0
Denmark,223.8304455,223.8304455,223.8304455,223.8304455,0,0,0,0.020575866,0.006858622,0.006858622,0.005143966,0.005143966,0.005143966,0.005143966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Djibouti,3653.827277,3653.827277,3653.827277,3653.827277,0,0,0,0.840181194,0.280060398,0.280060398,0.210045298,0.210045298,0.210045298,0.210045298,291.3353753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296.6994408,2.430345741,149.6477631,0.663300943,105.6749709,88.31714434,31.60251491,8.157220527,232.7311819,71.95989292,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominica,16.10687921,16.10687921,16.10687921,16.10687921,0,0,0,0.036881625,0.012293875,0.012293875,0.009220406,0.009220406,0.009220406,0.009220406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.39435273,1.727787581,9.676326556,0.023047699,0.23750445,12.40565212,2.982966436,2.498371167,2.25755979,8.092146726,2.109510359,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominican Republic,3825.122463,3825.122463,3825.122463,3832.776749,7.967000793,11.08163961,11.08163961,17.59730904,2.17188981,2.17188981,12.71055697,1.628917357,1.628917357,1.628917357,0,0,0,0,0,0,0,0,0,37.80399628,75.60799256,0,0,0,0,551.0399912,49.07044212,316.6735401,0.83543047,8.600954032,406.9406877,107.4611744,89.60140183,79.48730174,281.7980449,75.89608286,0,0,0,0,0,0,0,0,0,0,0.003527424,0,0.003527424
Ecuador,8779.257003,8779.257003,8779.257003,8788.679025,9.721002217,12.68897362,12.68897362,29.14422921,5.485085196,5.485085196,16.80278752,4.113813897,4.113813897,4.113813897,77.59498707,0,0,0,0,0,0,0,0,110.6777749,221.3555498,0,0,0,0,131.8238728,10.72078344,75.93931923,0.203874107,2.029228167,97.4311307,25.48414636,21.55276361,18.84860596,66.64051044,18.26053169,0,0,0,0,0,0,0,0,0,0,0,0,0
Egypt,8289.563649,8289.563649,8289.563649,8290.804741,1.36676021,4.331746181,4.331746181,19.69968859,5.122647471,5.122647471,8.173731784,3.841985603,3.841985603,3.841985603,9.622360345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.79939646,1.239611191,44.66221159,0.218039954,29.98288353,24.00336697,8.086398575,2.285040734,67.87686422,18.4269962,0,0,0,0,0,0,0,0,0,5214.326216,0,0.013879021,0.013879021,0
El Salvador,822.3660185,822.3660185,822.3660185,822.3660185,0,0,0,1.364620107,0.454873369,0.454873369,0.341155027,0.341155027,0.341155027,0.341155027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281.6371028,25.50285899,162.5969545,0.416275233,4.353560195,209.0333984,53.36717344,45.05617891,40.3978761,143.7226125,38.13248337,0,0,0,0,0,0,0,0,0,0,0,0,0
Equatorial Guinea,0,0,0,0,0,0,0,4.16762357,1.389207857,1.389207857,1.041905893,1.041905893,1.041905893,1.041905893,0,0,0,0,14440.58657,0,0,0,0,0,0,0,0,0,7220.293284,1216.784179,16.18961938,635.3422138,2.953737333,425.7715902,335.5699654,113.5897246,31.53908879,967.075881,258.8943317,0,0,0,0,0,0,0,0,0,12.82206249,0.222313952,1.685232767,1.685232767,0
Eritrea,26595.40387,26595.40387,26595.40387,26598.01887,2.663950033,3.32755628,3.32755628,81.60007565,26.09083979,26.09083979,22.89568612,19.56812984,19.56812984,19.56812984,0,0,0,0,19321.9295,0,0,0,0,12514.28205,0,0,0,0,9660.964748,147.6708928,1.813848849,76.40658245,0.352266774,52.0549132,41.34286624,14.15163398,3.86266753,117.075976,32.25142588,0,0,0,0,0,0,0,0,0,37.11321988,0,0.006752379,0.006752379,0
Estonia,307.0483002,307.0483002,307.0483002,311.5655824,4.802302669,11.19680656,11.19680656,12.31958059,0.374258008,0.374258008,11.47750007,0.280693506,0.280693506,0.280693506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethiopia,446564.3149,446564.3149,446564.3149,446689.1412,126.8355047,152.797501,152.797501,532.540939,126.581146,126.581146,247.7333605,94.9358595,94.9358595,94.9358595,278259.1278,0,0,0,0,0,0,0,0,141333.5615,0,0,0,0,0,37176.37212,331.8869751,19101.10089,80.04203907,13218.87767,10443.69073,3668.391483,951.1600312,29557.42415,8359.881599,0,0,0,0,0,0,0,0,0,2273.006866,3.811464994,0.002417407,0.002417407,0
Fiji,318.0992694,318.0992694,318.0992694,318.0992694,0,0,0,0.516342743,0.172114248,0.172114248,0.129085686,0.129085686,0.129085686,0.129085686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.70304765,0.039285724,6.314751616,0.024331309,4.577973894,3.853702562,1.431299216,0.344738985,9.97105581,3.258427371,0,1.793785544,0,0,2.312158436,0,0.019321174,0,0,0,0,0.728113231,0,0.728113231
Finland,298.8616106,298.8616106,298.8616106,298.954287,0.141201371,0.541443628,0.541443628,0.563824394,0.007460255,0.007460255,0.54703882,0.005595192,0.005595192,0.005595192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,4618.162148,4618.162148,4618.162148,4625.855492,8.496471335,15.48239808,15.48239808,15.99966509,0.172422338,0.172422338,15.61171483,0.129316754,0.129316754,0.129316754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
French Polynesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabon,5284.97932,5284.97932,5284.97932,5284.97932,0,0,0,8.814708259,2.938236086,2.938236086,2.203677065,2.203677065,2.203677065,2.203677065,0,0,0,0,15588.48329,0,0,0,0,0,0,0,0,0,7794.241645,278.9645142,2.316035969,142.8640252,0.596814754,99.09594238,79.42008808,28.12089979,7.238103259,221.2354011,64.06859049,0,604.2352924,0,256.4824628,59.32508636,0,90.99046522,0,21.9920848,139.5215925,0,0.458658337,0.458658337,0
Gambia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475.8571069,0,1.408495075,1.408495075,0
Georgia,2094.26703,2094.26703,2094.26703,2111.997123,19.04748405,34.12584711,34.12584711,39.2888591,1.721003995,1.721003995,35.41660011,1.290752996,1.290752996,1.290752996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.60233712,0.041322322,11.20053484,0.041322322,8.174909502,6.867626183,2.571767804,0.60861691,17.75857496,5.854797448,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,2774.948492,2774.948492,2774.948492,2778.679581,4.240291616,9.609914959,9.609914959,11.49605655,0.628713862,0.628713862,10.08145036,0.471535397,0.471535397,0.471535397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghana,27870.81586,27870.81586,27870.81586,27876.01161,5.449614503,8.89080885,8.89080885,95.46587063,28.85835393,28.85835393,30.53457429,21.64376545,21.64376545,21.64376545,173381.4572,0,0,0,147190.488,0,0,0,0,0,0,0,0,0,73595.24399,7209.832422,77.7193999,3706.514558,16.68138262,2548.499678,2050.28922,712.7293588,190.3491605,5703.987927,1623.889032,0,0,0,0,0,0,0,0,0,1262.268148,0,10.50798506,10.50798506,0
Greece,844.9985477,844.9985477,844.9985477,846.6398635,2.024569419,5.843155751,5.843155751,6.031533787,0.062792679,0.062792679,5.89025026,0.047094509,0.047094509,0.047094509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greenland,0,0,0,0,0,0,0,20.00090497,6.666968325,6.666968325,5.000226244,5.000226244,5.000226244,5.000226244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00015994,1.07E-05,0.000101759,8.44E-07,4.83E-05,2.41E-05,0,3.47E-06,0.000133217,2.33E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grenada,22.86674995,22.86674995,22.86674995,22.86674995,0,0,0,0.036881625,0.012293875,0.012293875,0.009220406,0.009220406,0.009220406,0.009220406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.90068408,2.624889158,17.06826237,0.040234723,0.418833087,21.8896644,5.252275028,4.383022087,3.980758293,14.2872679,3.699921179,0,0,0,0,0,0,0,0,0,0,0,0,0
Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639150181,0.002826477,0.320079353,0.001259982,0.229634391,0.190786479,0.070043134,0.017136986,0.503058353,0.159489218,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guatemala,3499.975986,3499.975986,3499.975986,3500.650866,0.702016182,1.22945728,1.22945728,15.85516786,4.875236859,4.875236859,4.885884924,3.656427644,3.656427644,3.656427644,0,0,0,0,0,0,0,0,0,493.3354719,986.6709438,0,0,0,0,337.2222274,28.63515139,193.0413668,0.527125638,5.29582232,247.8061698,64.52610462,55.78649997,48.81027897,172.2246892,47.29488433,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea,30882.7762,30882.7762,30882.7762,30882.7762,0,0,0,53.47835555,17.82611852,17.82611852,13.36958889,13.36958889,13.36958889,13.36958889,0,0,0,0,282928.2533,0,0,0,0,0,0,0,0,0,141464.1267,6285.646882,89.2768326,3295.354256,15.54914265,2193.684972,1719.194384,576.5180706,162.3679516,5000.502907,1314.157265,0,0,0,0,0,0,0,0,0,2236.810004,0,8.25538804,8.25538804,0
Guinea-Bissau,6068.719343,6068.719343,6068.719343,6068.719343,0,0,0,11.1382506,3.712750201,3.712750201,2.784562651,2.784562651,2.784562651,2.784562651,83653.20186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1535.501803,13.00658687,776.3663127,3.439376728,546.558355,454.1290589,161.9529035,41.93726865,1206.057571,368.8050806,0,0,0,0,0,0,0,0,0,236.9212662,0,0,0,0
Guyana,352.2687649,352.2687649,352.2687649,352.2687649,0,0,0,0.715943874,0.238647958,0.238647958,0.178985969,0.178985969,0.178985969,0.178985969,23.63081002,0,0,0,0,0,0,0,0,20.34177985,40.68355969,0,0,0,0,217.6832662,19.42258551,125.1779591,0.328723297,3.393959833,160.8684197,41.33402168,35.30557729,31.38261785,111.3032704,29.90132645,0,0,0,0,0,0,0,0,0,0,2.953629718,0,2.953629718
Haiti,17477.1129,17477.1129,17477.1129,17477.1129,0,0,0,29.91099748,9.970332494,9.970332494,7.47774937,7.47774937,7.47774937,7.47774937,0,0,0,0,0,0,0,0,0,786.0148539,1572.029708,0,0,0,0,9631.21504,821.663553,5529.811768,14.87444327,150.1430289,7099.276081,1829.072265,1579.53989,1387.978789,4906.121927,1338.510997,0,0,0,0,0,0,0,0,0,0,68.11343267,0,68.11343267
Honduras,1787.090663,1787.090663,1787.090663,1787.135091,0.061213966,0.223493841,0.223493841,0.910925518,0.229143893,0.229143893,0.39535176,0.171857919,0.171857919,0.171857919,0,0,0,0,0,0,0,0,0,250.6919743,501.3839487,0,0,0,0,297.6008373,26.49803889,171.0262293,0.451101659,4.646040324,219.7687418,56.48315755,48.37928578,42.93627373,152.194971,40.97878489,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,943.5859112,943.5859112,943.5859112,943.7683461,0.222215452,0.634580672,0.634580672,1.039990282,0.135136537,0.135136537,0.735933074,0.101352403,0.101352403,0.101352403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iceland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,4608222.093,4608222.093,4608222.093,4608222.093,0,0,0,7543.140491,2514.380164,2514.380164,1885.785123,1885.785123,1885.785123,1885.785123,0,0,0,0,0,0,0,536425.8592,0,257309.9448,514619.8895,0,0,0,177020.5335,109423.6037,1003.924903,55724.92529,246.968146,38792.37919,31897.84434,11286.75197,2950.545983,86194.53224,25706.13541,0,0,0,0,0,0,0,0,0,0,0,104.2090539,104.2090539,0
Indonesia,718136.4845,718136.4845,718136.4845,718217.8522,84.30715909,121.6543519,121.6543519,1264.694117,381.013255,381.013255,407.4142932,285.7599413,285.7599413,285.7599413,0,0,0,0,8860.881415,0,0,0,0,0,0,4523.366688,0,0,4430.440707,251.3756077,1.384621205,125.0821161,0.533113077,89.97609315,77.18936447,28.30345841,7.07107513,196.1677573,64.41972562,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iran,9916.408057,9916.408057,9916.408057,9917.144808,0.889756959,3.271921945,3.271921945,20.01617947,5.581419177,5.581419177,7.457986327,4.186064382,4.186064382,4.186064382,0,0,0,0,0,0,1.618728605,1.584118912,0,6.695329036,13.39065807,0,0,0,1.332123543,0.085611099,0.005746751,0.054468755,0.000451928,0.025878377,0.012897851,0,0.001857914,0.071307263,0.000124894,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iraq,10564.43848,10564.43848,10564.43848,10564.43848,0,0,0,17.03931053,5.679770175,5.679770175,4.259827631,4.259827631,4.259827631,4.259827631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ireland,225.6952084,225.6952084,225.6952084,225.7745246,0.117219543,0.467678921,0.467678921,0.508289183,0.013536754,0.013536754,0.477831487,0.010152565,0.010152565,0.010152565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,221.1218217,221.1218217,221.1218217,221.3692239,0.296312807,0.699271099,0.699271099,0.818541604,0.039756835,0.039756835,0.729088725,0.029817626,0.029817626,0.029817626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Italy,2475.502695,2475.502695,2475.502695,2475.502695,0,0,0,0.968322907,0.322774302,0.322774302,0.242080727,0.242080727,0.242080727,0.242080727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamaica,314.2119154,314.2119154,314.2119154,314.2119154,0,0,0,0.093854827,0.031284942,0.031284942,0.023463707,0.023463707,0.023463707,0.023463707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.47772242,4.68042113,29.47143171,0.078310576,0.813684114,37.89305847,10.21991055,8.421223225,7.482781848,26.51376926,7.135551361,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,14975.29505,14975.29505,14975.29505,14975.29505,0,0,0,1.801230559,0.600410186,0.600410186,0.45030764,0.45030764,0.45030764,0.45030764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.68195759,0.12421702,8.434832125,0.036086541,5.941278362,4.925822327,1.768806119,0.45149025,13.12294486,4.027924537,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,244.2017974,244.2017974,244.2017974,244.7436339,0.599896481,1.170397973,1.170397973,1.359912528,0.063171518,0.063171518,1.217776611,0.047378639,0.047378639,0.047378639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kazakhstan,18584.63535,18584.63535,18584.63535,19484.00401,932.5888197,1326.374878,1326.374878,1466.688312,46.7711448,46.7711448,1361.453236,35.0783586,35.0783586,35.0783586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254.4347326,0.476922985,125.4767858,0.476922985,91.92949822,78.63637967,29.52652245,7.021167488,199.0044521,67.20288405,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenya,164108.8604,164108.8604,164108.8604,164127.9473,23.41305488,80.37451301,80.37451301,325.2708846,81.63212386,81.63212386,141.5986059,61.2240929,61.2240929,61.2240929,187898.8387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32691.08816,368.4585301,17053.57285,73.83246822,11504.6334,8919.845602,3058.083774,821.885979,26104.15712,6971.231545,0,0,0,0,0,0,0,0,0,2448.997594,0,0,0,0
Kiribati,160.0672497,160.0672497,160.0672497,160.0672497,0,0,0,0.258171372,0.086057124,0.086057124,0.064542843,0.064542843,0.064542843,0.064542843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067961279,0.000575628,0.034628467,0.000148485,0.024167109,0.019637857,0.006966966,0.001799768,0.053691674,0.01587028,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kuwait,336.5033007,336.5033007,336.5033007,336.5737991,0.115188413,0.50751745,0.50751745,0.534109651,0.008864067,0.008864067,0.5141655,0.00664805,0.00664805,0.00664805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyrgyzstan,4932.978585,4932.978585,4932.978585,5028.569386,99.57959759,143.2715827,143.2715827,174.6038406,10.44408594,10.44408594,151.1046472,7.833064452,7.833064452,7.833064452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.01138458,0.137283851,35.39740054,0.137283851,25.99801777,22.51147503,8.468283972,2.020421771,56.14948761,19.27075564,0,0,0,0,0,0,0,0,0,0,0,0,0,0
